disease_class,temperature_celsius,soil_moisture_percent,soil_ph,soil_nitrogen_ppm
Tomato___Septoria_leaf_spot,23.24,93.05,6.46,118.79
Tomato___Septoria_leaf_spot,22.41,93.79,6.3,91.84
Tomato___Septoria_leaf_spot,24.32,88.62,6.51,114.33
Tomato___Septoria_leaf_spot,25.24,82.39,6.19,111.25
Tomato___Septoria_leaf_spot,20.8,93.29,5.94,107.55
Tomato___Septoria_leaf_spot,25.36,91.2,6.53,112.57
Tomato___Septoria_leaf_spot,22.39,93.2,6.34,114.82
Tomato___Septoria_leaf_spot,19.56,88.9,6.55,109.49
Tomato___Septoria_leaf_spot,20.72,87.88,6.75,94.56
Tomato___Septoria_leaf_spot,20.34,93.43,6.09,125.72
Tomato___Septoria_leaf_spot,23.17,86.51,6.4,120.79
Tomato___Septoria_leaf_spot,19.43,96.36,6.15,122.0
Tomato___Septoria_leaf_spot,22.13,87.12,6.28,121.06
Tomato___Septoria_leaf_spot,23.07,88.97,6.43,137.63
Tomato___Septoria_leaf_spot,25.62,92.08,6.48,109.63
Tomato___Septoria_leaf_spot,26.57,85.89,6.26,111.18
Tomato___Septoria_leaf_spot,23.84,90.55,6.38,108.99
Tomato___Septoria_leaf_spot,21.39,90.08,6.63,113.48
Tomato___Septoria_leaf_spot,20.79,89.25,7.03,113.29
Tomato___Septoria_leaf_spot,24.78,91.82,6.38,104.82
Tomato___Septoria_leaf_spot,19.9,94.23,6.45,129.69
Tomato___Septoria_leaf_spot,25.15,95.37,6.92,98.5
Tomato___Septoria_leaf_spot,23.21,91.45,6.53,112.08
Tomato___Septoria_leaf_spot,22.59,87.89,6.24,120.63
Tomato___Septoria_leaf_spot,22.9,91.18,6.09,103.6
Tomato___Septoria_leaf_spot,25.91,90.1,6.6,103.87
Tomato___Septoria_leaf_spot,20.64,88.54,6.3,107.03
Tomato___Septoria_leaf_spot,25.51,89.96,6.56,101.99
Tomato___Septoria_leaf_spot,23.92,94.35,6.54,101.13
Tomato___Septoria_leaf_spot,20.57,94.7,6.1,108.62
Tomato___Septoria_leaf_spot,20.67,86.24,6.44,119.14
Tomato___Septoria_leaf_spot,20.67,94.82,5.82,122.97
Tomato___Spider_mites_Two-spotted_spider_mite,29.93,45.88,6.83,138.91
Tomato___Spider_mites_Two-spotted_spider_mite,31.94,35.97,6.85,128.25
Tomato___Spider_mites_Two-spotted_spider_mite,33.26,57.28,6.74,118.15
Tomato___Spider_mites_Two-spotted_spider_mite,35.13,50.93,6.44,126.21
Tomato___Spider_mites_Two-spotted_spider_mite,30.95,39.82,6.97,123.6
Tomato___Spider_mites_Two-spotted_spider_mite,30.31,50.79,6.89,129.39
Tomato___Spider_mites_Two-spotted_spider_mite,32.58,42.4,6.66,139.06
Tomato___Spider_mites_Two-spotted_spider_mite,33.53,49.02,6.83,122.13
Tomato___Spider_mites_Two-spotted_spider_mite,30.4,43.59,6.82,138.53
Tomato___Spider_mites_Two-spotted_spider_mite,28.94,43.38,6.95,129.19
Tomato___Spider_mites_Two-spotted_spider_mite,31.77,39.48,6.84,122.86
Tomato___Spider_mites_Two-spotted_spider_mite,32.91,43.66,6.83,117.32
Tomato___Spider_mites_Two-spotted_spider_mite,31.88,43.76,6.75,129.54
Tomato___Spider_mites_Two-spotted_spider_mite,27.62,53.05,6.82,132.31
Tomato___Spider_mites_Two-spotted_spider_mite,29.81,46.93,6.7,125.93
Tomato___Spider_mites_Two-spotted_spider_mite,32.33,46.29,6.79,130.91
Tomato___Spider_mites_Two-spotted_spider_mite,32.73,46.45,7.04,114.76
Tomato___Spider_mites_Two-spotted_spider_mite,29.12,42.08,6.79,132.09
Tomato___Spider_mites_Two-spotted_spider_mite,34.68,51.93,6.78,138.69
Tomato___Spider_mites_Two-spotted_spider_mite,30.15,43.3,6.85,130.9
Tomato___Spider_mites_Two-spotted_spider_mite,33.24,54.71,6.73,119.15
Tomato___Spider_mites_Two-spotted_spider_mite,33.51,41.02,6.55,143.19
Tomato___Spider_mites_Two-spotted_spider_mite,32.85,43.16,6.6,134.13
Tomato___Spider_mites_Two-spotted_spider_mite,32.16,47.57,6.64,146.12
Tomato___Spider_mites_Two-spotted_spider_mite,28.23,44.3,7.27,129.45
Tomato___Spider_mites_Two-spotted_spider_mite,29.18,40.25,7.14,114.36
Tomato___Spider_mites_Two-spotted_spider_mite,35.96,46.5,6.59,118.78
Tomato___Spider_mites_Two-spotted_spider_mite,31.95,49.76,6.54,121.25
Tomato___Spider_mites_Two-spotted_spider_mite,33.29,50.28,6.87,132.38
Tomato___Spider_mites_Two-spotted_spider_mite,33.12,36.09,6.83,129.3
Tomato___Spider_mites_Two-spotted_spider_mite,38.23,47.79,6.73,130.27
Tomato___Spider_mites_Two-spotted_spider_mite,28.79,52.9,6.99,131.54
Tomato___Spider_mites_Two-spotted_spider_mite,33.75,39.77,6.77,131.92
Tomato___Spider_mites_Two-spotted_spider_mite,31.81,44.78,6.91,119.62
Tomato___Spider_mites_Two-spotted_spider_mite,31.52,41.98,6.6,123.12
Tomato___Spider_mites_Two-spotted_spider_mite,32.24,41.78,6.62,126.93
Tomato___Spider_mites_Two-spotted_spider_mite,37.74,45.58,6.92,124.48
Tomato___Spider_mites_Two-spotted_spider_mite,33.77,51.74,6.77,130.83
Tomato___Spider_mites_Two-spotted_spider_mite,31.44,48.21,6.95,139.56
Tomato___Spider_mites_Two-spotted_spider_mite,31.23,35.99,6.69,135.52
Tomato___Spider_mites_Two-spotted_spider_mite,32.85,46.94,6.75,130.8
Tomato___Spider_mites_Two-spotted_spider_mite,31.75,41.49,6.58,126.93
Tomato___Spider_mites_Two-spotted_spider_mite,32.45,51.07,6.64,135.24
Tomato___Spider_mites_Two-spotted_spider_mite,29.91,40.05,6.68,152.75
Tomato___Spider_mites_Two-spotted_spider_mite,31.72,38.15,7.2,132.84
Tomato___Spider_mites_Two-spotted_spider_mite,32.04,42.11,7.05,109.12
Tomato___Spider_mites_Two-spotted_spider_mite,31.26,43.19,6.98,141.35
Tomato___Spider_mites_Two-spotted_spider_mite,33.67,46.48,6.97,136.49
Tomato___Spider_mites_Two-spotted_spider_mite,31.82,44.35,6.78,130.44
Tomato___Spider_mites_Two-spotted_spider_mite,29.29,47.17,6.76,126.82
Tomato___Spider_mites_Two-spotted_spider_mite,28.21,42.53,6.85,151.22
Tomato___Spider_mites_Two-spotted_spider_mite,34.88,51.78,6.93,125.64
Tomato___Spider_mites_Two-spotted_spider_mite,31.32,44.2,6.95,120.18
Tomato___Spider_mites_Two-spotted_spider_mite,31.86,47.95,6.99,133.81
Tomato___Spider_mites_Two-spotted_spider_mite,33.7,35.22,6.81,131.07
Tomato___Spider_mites_Two-spotted_spider_mite,31.72,45.25,6.7,128.71
Tomato___Spider_mites_Two-spotted_spider_mite,27.85,38.5,6.61,121.68
Tomato___Spider_mites_Two-spotted_spider_mite,31.12,46.25,6.74,143.73
Tomato___Spider_mites_Two-spotted_spider_mite,30.88,43.7,7.11,123.93
Tomato___Spider_mites_Two-spotted_spider_mite,33.37,40.06,6.61,128.7
Tomato___Spider_mites_Two-spotted_spider_mite,33.65,39.75,7.14,136.23
Tomato___Spider_mites_Two-spotted_spider_mite,31.09,47.91,6.89,114.44
Tomato___Spider_mites_Two-spotted_spider_mite,33.6,55.61,6.81,112.28
Tomato___Spider_mites_Two-spotted_spider_mite,28.7,50.56,7.17,131.5
Tomato___Spider_mites_Two-spotted_spider_mite,34.72,48.27,7.09,145.76
Tomato___Spider_mites_Two-spotted_spider_mite,32.51,45.99,7.0,137.75
Tomato___Spider_mites_Two-spotted_spider_mite,30.73,49.72,7.22,113.98
Tomato___Spider_mites_Two-spotted_spider_mite,31.68,47.8,6.82,136.51
Tomato___Spider_mites_Two-spotted_spider_mite,33.87,48.21,6.26,138.56
Tomato___Spider_mites_Two-spotted_spider_mite,34.08,44.33,6.69,135.66
Tomato___Spider_mites_Two-spotted_spider_mite,31.98,38.56,6.89,129.74
Tomato___Spider_mites_Two-spotted_spider_mite,28.74,48.06,6.76,128.86
Tomato___Spider_mites_Two-spotted_spider_mite,29.88,39.62,6.74,132.42
Tomato___Spider_mites_Two-spotted_spider_mite,30.87,45.57,6.71,131.83
Tomato___Spider_mites_Two-spotted_spider_mite,31.08,47.67,6.79,129.26
Tomato___Spider_mites_Two-spotted_spider_mite,31.18,49.18,6.85,111.82
Tomato___Spider_mites_Two-spotted_spider_mite,29.41,54.03,6.57,127.64
Tomato___Spider_mites_Two-spotted_spider_mite,31.08,49.0,6.92,128.01
Tomato___Spider_mites_Two-spotted_spider_mite,33.55,39.02,6.63,119.74
Tomato___Spider_mites_Two-spotted_spider_mite,32.98,48.02,6.82,122.0
Tomato___Spider_mites_Two-spotted_spider_mite,33.12,44.47,6.88,113.31
Tomato___Spider_mites_Two-spotted_spider_mite,32.88,34.59,6.9,132.77
Tomato___Spider_mites_Two-spotted_spider_mite,32.29,44.9,6.78,127.26
Tomato___Spider_mites_Two-spotted_spider_mite,30.15,46.43,6.8,143.67
Tomato___Spider_mites_Two-spotted_spider_mite,29.87,37.54,6.9,134.38
Tomato___Spider_mites_Two-spotted_spider_mite,29.64,39.86,6.9,121.48
Tomato___Spider_mites_Two-spotted_spider_mite,31.7,54.9,6.76,134.45
Tomato___Spider_mites_Two-spotted_spider_mite,33.98,42.91,6.49,130.94
Tomato___Spider_mites_Two-spotted_spider_mite,31.31,48.75,7.09,122.87
Tomato___Spider_mites_Two-spotted_spider_mite,31.72,45.4,7.16,123.56
Tomato___Spider_mites_Two-spotted_spider_mite,32.49,41.82,6.88,135.3
Tomato___Spider_mites_Two-spotted_spider_mite,28.67,48.67,6.86,124.73
Tomato___Spider_mites_Two-spotted_spider_mite,29.48,37.36,6.76,137.52
Tomato___Spider_mites_Two-spotted_spider_mite,34.42,46.48,6.64,135.11
Tomato___Spider_mites_Two-spotted_spider_mite,34.95,51.47,6.75,116.82
Tomato___Spider_mites_Two-spotted_spider_mite,32.17,36.72,6.85,128.67
Tomato___Spider_mites_Two-spotted_spider_mite,33.51,47.74,6.9,114.05
Tomato___Spider_mites_Two-spotted_spider_mite,30.06,54.37,6.86,127.95
Tomato___Spider_mites_Two-spotted_spider_mite,30.64,46.52,6.85,124.99
Tomato___Spider_mites_Two-spotted_spider_mite,31.32,46.6,7.32,115.18
Tomato___Spider_mites_Two-spotted_spider_mite,38.38,46.1,6.53,128.39
Tomato___Spider_mites_Two-spotted_spider_mite,34.1,37.55,6.92,131.08
Tomato___Spider_mites_Two-spotted_spider_mite,34.0,45.74,6.72,129.86
Tomato___Spider_mites_Two-spotted_spider_mite,32.4,35.13,6.89,140.21
Tomato___Spider_mites_Two-spotted_spider_mite,31.23,41.57,6.54,124.03
Tomato___Spider_mites_Two-spotted_spider_mite,30.47,41.05,6.34,137.36
Tomato___Spider_mites_Two-spotted_spider_mite,34.3,45.6,6.97,138.07
Tomato___Spider_mites_Two-spotted_spider_mite,32.49,43.98,6.85,139.25
Tomato___Spider_mites_Two-spotted_spider_mite,33.19,42.11,6.72,120.3
Tomato___Spider_mites_Two-spotted_spider_mite,30.6,53.24,7.05,120.49
Tomato___Spider_mites_Two-spotted_spider_mite,32.35,40.93,6.77,152.84
Tomato___Spider_mites_Two-spotted_spider_mite,33.41,34.72,6.42,138.04
Tomato___Spider_mites_Two-spotted_spider_mite,31.83,53.49,6.96,120.98
Tomato___Spider_mites_Two-spotted_spider_mite,32.99,42.81,6.77,127.48
Tomato___Spider_mites_Two-spotted_spider_mite,35.82,55.35,6.99,146.73
Tomato___Spider_mites_Two-spotted_spider_mite,36.19,42.86,6.92,141.86
Tomato___Spider_mites_Two-spotted_spider_mite,32.76,46.44,6.89,132.42
Tomato___Spider_mites_Two-spotted_spider_mite,32.12,46.21,6.54,130.69
Tomato___Spider_mites_Two-spotted_spider_mite,33.86,44.86,6.79,138.76
Tomato___Spider_mites_Two-spotted_spider_mite,28.57,40.69,6.59,122.83
Tomato___Spider_mites_Two-spotted_spider_mite,33.26,46.23,6.93,122.66
Tomato___Spider_mites_Two-spotted_spider_mite,32.41,43.26,6.92,111.82
Tomato___Spider_mites_Two-spotted_spider_mite,29.42,33.21,6.84,127.67
Tomato___Spider_mites_Two-spotted_spider_mite,31.29,38.79,7.03,134.03
Tomato___Spider_mites_Two-spotted_spider_mite,32.12,42.14,6.69,135.44
Tomato___Spider_mites_Two-spotted_spider_mite,33.23,46.89,6.54,127.75
Tomato___Spider_mites_Two-spotted_spider_mite,29.39,38.63,6.48,121.4
Tomato___Spider_mites_Two-spotted_spider_mite,32.49,44.51,6.81,131.1
Tomato___Spider_mites_Two-spotted_spider_mite,30.85,45.88,7.01,128.87
Tomato___Spider_mites_Two-spotted_spider_mite,33.94,46.45,6.59,147.77
Tomato___Spider_mites_Two-spotted_spider_mite,34.04,47.63,6.84,140.39
Tomato___Spider_mites_Two-spotted_spider_mite,31.98,47.95,6.63,145.04
Tomato___Spider_mites_Two-spotted_spider_mite,32.26,49.73,6.92,126.97
Tomato___Spider_mites_Two-spotted_spider_mite,32.39,42.19,6.48,127.87
Tomato___Spider_mites_Two-spotted_spider_mite,30.73,46.78,6.91,140.63
Tomato___Spider_mites_Two-spotted_spider_mite,31.38,46.46,7.11,123.04
Tomato___Spider_mites_Two-spotted_spider_mite,31.06,41.65,6.6,126.74
Tomato___Spider_mites_Two-spotted_spider_mite,34.32,44.66,6.55,134.23
Tomato___Spider_mites_Two-spotted_spider_mite,30.15,39.43,6.45,142.95
Tomato___Spider_mites_Two-spotted_spider_mite,30.55,53.25,6.92,140.62
Tomato___Spider_mites_Two-spotted_spider_mite,33.45,44.26,7.03,129.33
Tomato___Spider_mites_Two-spotted_spider_mite,27.86,53.02,6.55,114.22
Tomato___Spider_mites_Two-spotted_spider_mite,33.49,40.65,6.75,125.66
Tomato___Spider_mites_Two-spotted_spider_mite,30.06,37.05,6.81,105.97
Tomato___Spider_mites_Two-spotted_spider_mite,31.6,44.39,7.01,118.46
Tomato___Spider_mites_Two-spotted_spider_mite,30.6,40.4,6.83,140.13
Tomato___Spider_mites_Two-spotted_spider_mite,31.54,45.36,6.89,127.61
Tomato___Spider_mites_Two-spotted_spider_mite,34.77,47.65,6.82,125.56
Tomato___Spider_mites_Two-spotted_spider_mite,30.22,31.74,6.7,125.54
Tomato___Spider_mites_Two-spotted_spider_mite,34.21,44.92,6.81,134.28
Tomato___Spider_mites_Two-spotted_spider_mite,34.95,46.39,6.69,146.95
Tomato___Spider_mites_Two-spotted_spider_mite,34.98,33.04,6.8,124.47
Tomato___Spider_mites_Two-spotted_spider_mite,28.71,50.35,6.51,101.52
Tomato___Spider_mites_Two-spotted_spider_mite,29.2,46.72,6.79,133.5
Tomato___Spider_mites_Two-spotted_spider_mite,34.28,41.03,7.14,120.82
Tomato___Spider_mites_Two-spotted_spider_mite,29.68,37.46,6.98,137.43
Tomato___Spider_mites_Two-spotted_spider_mite,31.34,36.59,6.87,117.76
Tomato___Spider_mites_Two-spotted_spider_mite,35.42,45.93,6.55,131.74
Tomato___Spider_mites_Two-spotted_spider_mite,32.79,47.37,6.67,142.56
Tomato___Spider_mites_Two-spotted_spider_mite,26.19,40.5,6.97,146.06
Tomato___Spider_mites_Two-spotted_spider_mite,29.55,46.55,6.88,132.42
Tomato___Spider_mites_Two-spotted_spider_mite,30.6,44.38,7.09,131.4
Tomato___Spider_mites_Two-spotted_spider_mite,30.6,44.29,6.87,135.4
Tomato___Spider_mites_Two-spotted_spider_mite,29.96,51.55,6.66,142.22
Tomato___Spider_mites_Two-spotted_spider_mite,32.98,48.32,6.74,127.67
Tomato___Spider_mites_Two-spotted_spider_mite,32.56,50.12,7.17,124.09
Tomato___Spider_mites_Two-spotted_spider_mite,32.6,42.75,6.78,128.26
Tomato___Spider_mites_Two-spotted_spider_mite,29.08,36.65,7.02,125.98
Tomato___Spider_mites_Two-spotted_spider_mite,30.99,36.9,6.7,141.73
Tomato___Spider_mites_Two-spotted_spider_mite,32.56,48.0,6.66,143.8
Tomato___Spider_mites_Two-spotted_spider_mite,36.55,45.97,6.84,132.6
Tomato___Spider_mites_Two-spotted_spider_mite,34.55,43.93,6.9,125.09
Tomato___Spider_mites_Two-spotted_spider_mite,35.56,43.79,6.88,125.01
Tomato___Spider_mites_Two-spotted_spider_mite,35.01,57.38,6.59,128.51
Tomato___Spider_mites_Two-spotted_spider_mite,32.32,48.01,6.94,147.32
Tomato___Spider_mites_Two-spotted_spider_mite,35.28,44.92,6.5,120.13
Tomato___Spider_mites_Two-spotted_spider_mite,31.37,48.09,6.99,125.7
Tomato___Spider_mites_Two-spotted_spider_mite,29.89,41.51,6.67,145.66
Tomato___Spider_mites_Two-spotted_spider_mite,30.11,37.92,6.95,137.6
Tomato___Spider_mites_Two-spotted_spider_mite,32.83,45.75,6.3,144.47
Tomato___Spider_mites_Two-spotted_spider_mite,31.9,42.87,7.18,120.42
Tomato___Spider_mites_Two-spotted_spider_mite,31.76,43.03,6.81,122.33
Tomato___Spider_mites_Two-spotted_spider_mite,32.85,58.35,6.51,134.03
Tomato___Spider_mites_Two-spotted_spider_mite,34.25,45.77,6.39,133.52
Tomato___Spider_mites_Two-spotted_spider_mite,31.91,40.72,6.88,136.04
Tomato___Spider_mites_Two-spotted_spider_mite,29.23,42.63,6.95,119.5
Tomato___Spider_mites_Two-spotted_spider_mite,32.19,48.36,6.99,121.15
Tomato___Spider_mites_Two-spotted_spider_mite,31.21,39.57,6.4,140.67
Tomato___Spider_mites_Two-spotted_spider_mite,31.35,50.85,6.76,109.28
Tomato___Spider_mites_Two-spotted_spider_mite,27.98,46.9,6.79,122.64
Tomato___Spider_mites_Two-spotted_spider_mite,35.3,48.93,6.87,128.56
Tomato___Spider_mites_Two-spotted_spider_mite,34.87,41.38,6.78,146.48
Tomato___Spider_mites_Two-spotted_spider_mite,33.27,52.09,6.81,141.07
Tomato___Spider_mites_Two-spotted_spider_mite,33.39,47.99,6.52,100.82
Tomato___Spider_mites_Two-spotted_spider_mite,32.28,48.96,7.13,114.43
Tomato___Spider_mites_Two-spotted_spider_mite,32.67,47.3,6.53,139.22
Tomato___Spider_mites_Two-spotted_spider_mite,32.16,46.77,6.68,144.94
Tomato___Spider_mites_Two-spotted_spider_mite,33.83,48.33,6.98,131.25
Tomato___Spider_mites_Two-spotted_spider_mite,31.5,49.61,6.43,122.3
Tomato___Spider_mites_Two-spotted_spider_mite,32.23,48.21,6.97,119.76
Tomato___Target_Spot,31.58,78.07,5.3,114.46
Tomato___Target_Spot,28.59,85.22,5.36,91.68
Tomato___Target_Spot,26.86,89.22,5.6,91.4
Tomato___Target_Spot,22.87,79.1,5.91,95.45
Tomato___Target_Spot,28.03,88.28,5.82,99.63
Tomato___Target_Spot,27.41,77.78,5.69,85.36
Tomato___Target_Spot,27.88,84.2,5.94,109.68
Tomato___Target_Spot,30.28,81.65,5.51,99.59
Tomato___Target_Spot,26.05,83.23,5.52,91.14
Tomato___Target_Spot,23.14,84.55,5.92,90.31
Tomato___Target_Spot,23.16,84.64,5.8,89.06
Tomato___Target_Spot,29.18,73.16,5.95,85.36
Tomato___Target_Spot,26.84,82.75,5.66,97.52
Tomato___Target_Spot,29.58,83.77,5.8,90.48
Tomato___Target_Spot,26.4,79.63,5.52,77.24
Tomato___Target_Spot,29.06,79.85,5.68,78.81
Tomato___Target_Spot,27.38,77.29,5.93,102.03
Tomato___Target_Spot,26.94,81.02,5.85,82.99
Tomato___Target_Spot,26.64,84.73,5.58,96.22
Tomato___Target_Spot,24.62,86.52,5.65,149.98
Tomato___Target_Spot,29.91,81.18,5.75,92.49
Tomato___Target_Spot,27.84,80.64,5.84,91.6
Tomato___Target_Spot,24.98,79.85,5.8,87.46
Tomato___Target_Spot,26.91,78.07,5.98,102.57
Tomato___Target_Spot,26.85,81.95,5.76,72.06
Tomato___Target_Spot,25.29,79.08,5.85,86.25
Tomato___Target_Spot,29.82,88.48,6.02,101.19
Tomato___Target_Spot,26.68,75.18,5.89,78.56
Tomato___Target_Spot,27.59,74.28,5.99,84.92
Tomato___Target_Spot,28.33,78.92,5.77,90.77
Tomato___Target_Spot,26.23,78.66,5.73,98.85
Tomato___Target_Spot,27.0,73.3,6.04,104.62
Tomato___Target_Spot,23.63,91.61,6.02,98.22
Tomato___Target_Spot,24.82,82.23,5.84,97.94
Tomato___Target_Spot,26.77,84.37,5.71,92.2
Tomato___Target_Spot,30.14,82.82,5.41,94.87
Tomato___Target_Spot,29.48,87.83,5.83,77.71
Tomato___Target_Spot,28.47,79.04,5.61,100.58
Tomato___Target_Spot,29.13,86.28,5.52,95.15
Tomato___Target_Spot,26.01,84.46,5.62,86.69
Tomato___Target_Spot,33.33,78.28,6.29,93.81
Tomato___Target_Spot,25.63,79.33,5.56,94.2
Tomato___Target_Spot,30.63,77.3,5.72,75.05
Tomato___Target_Spot,29.69,79.62,5.74,109.28
Tomato___Target_Spot,28.21,84.11,5.61,97.8
Tomato___Target_Spot,29.8,85.8,5.7,86.94
Tomato___Target_Spot,27.02,86.61,5.95,78.64
Tomato___Target_Spot,25.54,85.24,5.77,82.32
Tomato___Target_Spot,25.65,85.84,6.16,97.09
Tomato___Target_Spot,27.82,77.58,5.83,61.89
Tomato___Target_Spot,27.91,81.83,5.78,108.81
Tomato___Target_Spot,26.3,87.27,5.54,92.09
Tomato___Target_Spot,22.94,83.45,5.84,103.42
Tomato___Target_Spot,23.45,81.98,6.06,99.55
Tomato___Target_Spot,23.55,82.14,5.75,118.24
Tomato___Target_Spot,25.5,80.56,5.86,72.82
Tomato___Target_Spot,21.7,78.36,6.02,75.68
Tomato___Target_Spot,23.56,84.88,5.65,88.7
Tomato___Target_Spot,27.4,85.91,5.85,97.64
Tomato___Target_Spot,28.4,79.75,5.99,101.18
Tomato___Target_Spot,27.02,76.63,6.2,95.68
Tomato___Target_Spot,30.88,84.82,5.67,92.36
Tomato___Target_Spot,23.81,77.38,5.65,88.6
Tomato___Target_Spot,25.05,79.5,5.7,73.06
Tomato___Target_Spot,26.83,84.99,5.89,106.55
Tomato___Target_Spot,29.68,81.9,5.99,105.57
Tomato___Target_Spot,28.25,79.84,5.69,93.04
Tomato___Target_Spot,25.48,82.4,6.19,107.16
Tomato___Target_Spot,30.32,78.16,5.46,106.74
Tomato___Target_Spot,26.88,77.07,5.84,62.9
Tomato___Target_Spot,26.49,80.8,5.5,108.6
Tomato___Target_Spot,26.27,79.39,5.98,115.7
Tomato___Target_Spot,25.72,81.52,5.71,97.85
Tomato___Target_Spot,26.35,75.31,5.88,93.83
Tomato___Target_Spot,29.54,78.3,5.93,109.98
Tomato___Target_Spot,29.28,83.9,5.85,96.65
Tomato___Target_Spot,23.93,75.18,5.97,96.87
Tomato___Target_Spot,23.9,82.29,6.0,122.43
Tomato___Target_Spot,27.04,72.78,5.8,114.94
Tomato___Target_Spot,26.28,77.8,6.12,99.45
Tomato___Target_Spot,26.91,82.84,5.86,76.0
Tomato___Target_Spot,28.24,78.57,5.43,107.5
Tomato___Target_Spot,28.85,80.66,5.77,83.06
Tomato___Target_Spot,27.52,69.67,5.85,121.51
Tomato___Target_Spot,26.7,83.82,5.98,93.09
Tomato___Target_Spot,28.38,83.92,5.67,84.36
Tomato___Target_Spot,25.81,82.16,5.68,84.9
Tomato___Target_Spot,28.61,74.32,5.64,102.38
Tomato___Target_Spot,28.0,80.81,5.76,108.36
Tomato___Target_Spot,29.42,81.54,5.54,75.14
Tomato___Target_Spot,27.87,80.22,5.98,69.38
Tomato___Target_Spot,30.86,86.54,5.81,82.44
Tomato___Target_Spot,27.35,88.64,5.84,110.81
Tomato___Target_Spot,27.02,86.15,5.72,103.2
Tomato___Target_Spot,28.33,81.1,5.71,82.27
Tomato___Target_Spot,27.26,81.39,5.73,117.12
Tomato___Target_Spot,28.04,81.98,5.79,87.6
Tomato___Target_Spot,26.32,81.83,5.87,76.29
Tomato___Target_Spot,27.47,89.24,5.7,94.73
Tomato___Target_Spot,30.6,85.86,5.6,93.51
Tomato___Target_Spot,29.88,74.92,5.56,77.39
Tomato___Target_Spot,23.23,84.02,5.55,131.7
Tomato___Target_Spot,26.48,78.49,5.69,94.84
Tomato___Target_Spot,28.7,80.75,5.72,81.63
Tomato___Target_Spot,28.44,91.04,6.02,92.38
Tomato___Target_Spot,27.35,87.1,6.27,91.78
Tomato___Target_Spot,26.55,84.25,5.83,115.73
Tomato___Target_Spot,30.22,67.83,5.77,86.66
Tomato___Target_Spot,27.71,86.55,6.15,111.63
Tomato___Target_Spot,27.74,80.05,5.59,99.89
Tomato___Target_Spot,28.54,81.19,5.76,86.19
Tomato___Target_Spot,27.35,81.02,5.72,115.28
Tomato___Target_Spot,31.25,81.2,5.85,75.21
Tomato___Target_Spot,23.27,82.39,5.9,73.15
Tomato___Target_Spot,29.67,82.71,5.7,79.05
Tomato___Target_Spot,24.86,81.75,5.76,120.28
Tomato___Target_Spot,29.52,91.91,5.94,72.19
Tomato___Target_Spot,26.54,82.54,5.61,124.86
Tomato___Target_Spot,25.76,74.89,6.08,97.22
Tomato___Target_Spot,26.19,85.63,6.0,102.55
Tomato___Target_Spot,28.6,84.18,5.64,68.07
Tomato___Target_Spot,25.95,88.36,5.78,80.26
Tomato___Target_Spot,27.5,90.84,5.6,77.84
Tomato___Target_Spot,25.71,84.26,5.66,98.39
Tomato___Target_Spot,26.84,81.96,5.52,118.82
Tomato___Target_Spot,26.19,81.02,5.45,82.77
Tomato___Target_Spot,27.76,87.1,5.83,107.14
Tomato___Target_Spot,28.53,79.41,6.01,132.75
Tomato___Target_Spot,29.79,74.22,6.01,95.01
Tomato___Target_Spot,25.57,76.31,6.21,103.46
Tomato___Target_Spot,26.71,78.86,5.8,87.15
Tomato___Target_Spot,28.01,77.82,5.85,76.88
Tomato___Target_Spot,27.48,80.09,6.05,84.03
Tomato___Target_Spot,25.96,88.38,6.11,96.56
Tomato___Target_Spot,26.31,85.13,5.63,85.8
Tomato___Target_Spot,24.9,77.77,5.83,115.48
Tomato___Target_Spot,27.56,81.29,6.1,105.06
Tomato___Target_Spot,25.62,87.6,5.94,109.76
Tomato___Target_Spot,27.89,82.47,6.04,105.6
Tomato___Target_Spot,29.58,78.72,5.79,86.05
Tomato___Target_Spot,27.74,89.82,5.69,69.94
Tomato___Target_Spot,26.91,84.28,5.8,101.58
Tomato___Target_Spot,28.32,84.11,5.75,100.71
Tomato___Target_Spot,27.43,81.33,5.85,110.5
Tomato___Target_Spot,29.32,89.46,5.64,105.12
Tomato___Target_Spot,27.73,83.74,5.74,103.82
Tomato___Target_Spot,28.05,77.28,5.83,88.79
Tomato___Target_Spot,26.21,80.24,5.2,88.76
Tomato___Target_Spot,30.23,77.44,5.68,97.49
Tomato___Target_Spot,28.35,76.23,5.73,88.67
Tomato___Target_Spot,30.1,81.94,6.13,83.2
Tomato___Target_Spot,27.08,81.04,5.75,99.7
Tomato___Target_Spot,27.99,84.48,5.67,86.21
Tomato___Target_Spot,30.42,84.13,5.63,96.93
Tomato___Target_Spot,27.08,89.03,5.85,100.11
Tomato___Target_Spot,27.06,86.22,5.38,99.31
Tomato___Target_Spot,28.23,85.66,5.82,88.18
Tomato___Target_Spot,25.77,82.09,5.71,81.25
Tomato___Target_Spot,28.6,79.42,5.77,79.19
Tomato___Target_Spot,26.21,79.41,6.16,90.59
Tomato___Target_Spot,25.83,79.78,5.65,94.03
Tomato___Target_Spot,25.29,88.57,6.18,100.0
Tomato___Target_Spot,24.22,83.93,5.51,100.32
Tomato___Target_Spot,24.36,85.21,6.02,116.0
Tomato___Target_Spot,28.33,76.32,5.86,89.02
Tomato___Target_Spot,26.79,79.5,5.85,115.28
Tomato___Target_Spot,25.89,88.48,5.7,93.15
